TCGA_AB_2820_CSF3R,TCGA_AB_2820,CSF3R,0.2546,dup,DO21355,0.000103809743898155
TCGA_AB_2833_CSF3R,TCGA_AB_2833,CSF3R,0.5388,dup,DO21679,0.000502289034174352
TCGA_AB_2843_CSF3R,TCGA_AB_2843,CSF3R,0.7327,dup,DO21023,0.000253742561825033
TCGA_AB_2891_CSF3R,TCGA_AB_2891,CSF3R,0.8037,dup,DO21839,0.00040324451654531
TCGA_AB_2904_CSF3R,TCGA_AB_2904,CSF3R,0.4429,dup,DO21649,0.000658251043681457
TCGA_AB_2943_CSF3R,TCGA_AB_2943,CSF3R,0.3274,dup,DO21966,0.000254377920219128
TCGA_AB_2952_CSF3R,TCGA_AB_2952,CSF3R,0.5149,dup,DO21905,0.000485223879045379
TCGA_AB_2813_CTCF,TCGA_AB_2813,CTCF,-0.7485,del,DO21271,3.22011901632826e-05
TCGA_AB_2838_CTCF,TCGA_AB_2838,CTCF,-0.7144,del,DO21319,4.14913827047052e-05
TCGA_AB_2954_CTCF,TCGA_AB_2954,CTCF,-0.9931,del,DO22014,3.42653468310751e-05
TCGA_AB_2820_CTCFL,TCGA_AB_2820,CTCFL,-0.2072,del,DO21355,2.00182515117856e-06
TCGA_AB_2833_CTCFL,TCGA_AB_2833,CTCFL,-0.7564,del,DO21679,3.07869678359357e-06
TCGA_AB_2868_CTCFL,TCGA_AB_2868,CTCFL,0.2651,dup,DO21595,5.19826591258232e-06
TCGA_AB_2891_CTCFL,TCGA_AB_2891,CTCFL,-0.4163,del,DO21839,2.8021361374711e-06
TCGA_AB_2938_CTCFL,TCGA_AB_2938,CTCFL,-0.5726,del,DO21085,2.61919093213207e-06
TCGA_AB_2806_CYC1,TCGA_AB_2806,CYC1,0.6023,dup,DO21283,9.53272690279819e-05
TCGA_AB_2820_CYC1,TCGA_AB_2820,CYC1,0.2927,dup,DO21355,9.95940726539336e-05
TCGA_AB_2821_CYC1,TCGA_AB_2821,CYC1,0.3974,dup,DO21655,0.000169216412822949
TCGA_AB_2822_CYC1,TCGA_AB_2822,CYC1,0.6449,dup,DO21637,0.000107673870173647
TCGA_AB_2823_CYC1,TCGA_AB_2823,CYC1,0.9243,dup,DO21049,0.000181402315237064
