"gene","statistic","estimate","p_value","method"
"ABCA4","613165.073166228","0.195696134784677","0.0115108190403441","Spearman's rank correlation rho"
"ABCD3","632882.093786012","0.16983282881858","0.028704204888026","Spearman's rank correlation rho"
"ACTL8","606704.201284001","0.204171021002026","0.00832649446239924","Spearman's rank correlation rho"
"ADAMTS4","665958.169179476","0.172146873378404","0.025218780083522","Spearman's rank correlation rho"
"AGT","633825.326200504","0.168595567418717","0.0299042938477943","Spearman's rank correlation rho"
"AKR1A1","668973.242227937","0.182988327833932","0.0169184020638979","Spearman's rank correlation rho"
"ALG14","632866.583742174","0.169853173728547","0.0286848197574095","Spearman's rank correlation rho"
"ALPL","631808.032668311","0.171241701479873","0.027387930445","Spearman's rank correlation rho"
"AMPD1","669149.413756291","0.16817983472193","0.0288372697094428","Spearman's rank correlation rho"
"AMPD2","637715.202024192","0.20725572817837","0.00685619071382894","Spearman's rank correlation rho"
"APOA2","690110.433652198","0.157173644943304","0.040666514792038","Spearman's rank correlation rho"
"ARHGEF2","646134.446925741","0.182360831685225","0.0179866356197408","Spearman's rank correlation rho"
"ASAP3","667735.246660716","0.155026489716193","0.0448009811219297","Spearman's rank correlation rho"
"ATP1A2","634055.795790477","0.168293254729782","0.0302039368082316","Spearman's rank correlation rho"
"B4GALT3","623629.527561042","0.224765641239816","0.00330385822102982","Spearman's rank correlation rho"
"BATF3","663800.263372424","0.174829367793217","0.0229989477549006","Spearman's rank correlation rho"
"BCL9","652699.433511488","0.174053287957279","0.024045822262094","Spearman's rank correlation rho"
"BGLAP","691784.828179349","0.155128720294394","0.0433882468478072","Spearman's rank correlation rho"
"BSDC1","664712.800710081","0.188191570996659","0.0139863310373265","Spearman's rank correlation rho"
"C1orf116","664104.457668672","0.159621006083347","0.0387578713622437","Spearman's rank correlation rho"
"C1orf174","635846.65380652","0.223445565419703","0.00340049736549706","Spearman's rank correlation rho"
"C1orf226","633548.671909925","0.198287273411851","0.00997935515529403","Spearman's rank correlation rho"
"C1orf52","694430.442986954","0.151897652082053","0.0479986477495671","Spearman's rank correlation rho"
"C1QB","621664.364631635","0.227208536831044","0.00297080596717435","Spearman's rank correlation rho"
"C1QC","671536.10875497","0.165212932282122","0.0318250082097571","Spearman's rank correlation rho"
"C2CD4D","643643.11947437","0.213923804233768","0.00509210688851186","Spearman's rank correlation rho"
"C4BPB","674732.686483919","0.175954364611942","0.0217231186304752","Spearman's rank correlation rho"
"CAMK2N1","649583.183978841","0.177996689656813","0.0209802006351992","Spearman's rank correlation rho"
"CD1A","654102.405553561","0.201149961769212","0.00853183411578942","Spearman's rank correlation rho"
"CD1C","641604.558839119","0.202420865646762","0.00830722397043871","Spearman's rank correlation rho"
"CD34","653376.055618161","0.173197068730467","0.0247600992016856","Spearman's rank correlation rho"
"CD48","571055.092579936","0.264309042096613","0.000557357212355268","Spearman's rank correlation rho"
"CD5L","642282.762386175","0.187234876334177","0.0150882275508223","Spearman's rank correlation rho"
"CDC20","663997.198842612","0.174584557154527","0.0231943103633855","Spearman's rank correlation rho"
"CDC42SE1","681924.241644507","0.167171375792152","0.0293373512611885","Spearman's rank correlation rho"
"CDK11A","603808.938353007","0.235920882217382","0.00207954358424857","Spearman's rank correlation rho"
"CHI3L1","693060.806657175","0.153570377981113","0.0455633316457067","Spearman's rank correlation rho"
"CLCA4","655569.831796281","0.170420994279892","0.0272025445487542","Spearman's rank correlation rho"
"CLCN6","660968.783197172","0.192764109651051","0.0117869642571057","Spearman's rank correlation rho"
"CNKSR1","628718.910632927","0.232150621169965","0.00231699164109457","Spearman's rank correlation rho"
"CNN3","591161.126052967","0.23840641515639","0.00191820746615518","Spearman's rank correlation rho"
"CNR2","662804.951624427","0.190521611831356","0.0128244031108431","Spearman's rank correlation rho"
"CR2","635430.235225794","0.181374468929017","0.0189883212646776","Spearman's rank correlation rho"
"CRABP2","671059.168960108","0.180440802193309","0.0185394830589942","Spearman's rank correlation rho"
"CRTC2","644513.233788248","0.184412366575073","0.0167124956013301","Spearman's rank correlation rho"
"CSF1","567467.159179014","0.268931380982853","0.000441039867748701","Spearman's rank correlation rho"
"CSRP1","617123.194478831","0.219072597224616","0.00433023365123546","Spearman's rank correlation rho"
"CYB5R1","635406.337306328","0.166521715858979","0.0320116847525325","Spearman's rank correlation rho"
"DAB1","493166.227797236","0.220549338879999","0.00566340511500771","Spearman's rank correlation rho"
"DENND4B","687145.5880591","0.160794587161657","0.0361988451063619","Spearman's rank correlation rho"
"DEPDC1","639938.319099765","0.204492169584101","0.00765519972557008","Spearman's rank correlation rho"
"DFFB","648794.819849247","0.207632073754744","0.00658982717062363","Spearman's rank correlation rho"
"DMAP1","663149.433327406","0.175638415136733","0.0223633572938157","Spearman's rank correlation rho"
"DMBX1","659215.790990243","0.19490502501787","0.0108660993330468","Spearman's rank correlation rho"
"DPM3","664755.177876908","0.188139816101626","0.0140131527067699","Spearman's rank correlation rho"
"DPT","667694.172176902","0.169988846679799","0.027135668739662","Spearman's rank correlation rho"
"DYRK3","616538.557080416","0.191271052094606","0.0135654561714496","Spearman's rank correlation rho"
"ECE1","597630.38139786","0.1870412289012","0.01647681226949","Spearman's rank correlation rho"
"EGLN1","579819.091477805","0.239436887699556","0.00189035228193976","Spearman's rank correlation rho"
"ELAVL4","611918.87101054","0.211664187532156","0.00603373035592107","Spearman's rank correlation rho"
"ENSA","670923.284225854","0.180606757132829","0.0184299210680002","Spearman's rank correlation rho"
"EXOC8","687333.708379629","0.160564837318251","0.0364694487782123","Spearman's rank correlation rho"
"F5","605260.246946572","0.220242500867578","0.00423658691943876","Spearman's rank correlation rho"
"FAM151A","638313.832871641","0.177659526637378","0.0216229749948443","Spearman's rank correlation rho"
"FAM163A","5138817.37309043","0.17247918473816","0.00155563107532156","Spearman's rank correlation rho"
"FAM43B","640111.193039732","0.218237317749974","0.00424955724910383","Spearman's rank correlation rho"
"FAM89A","682932.903526407","0.151045567691304","0.0499629745648553","Spearman's rank correlation rho"
"FASLG","690756.76383404","0.156384287059752","0.0416996305912441","Spearman's rank correlation rho"
"FBXO44","631922.69601763","0.20034483524376","0.00921878633872039","Spearman's rank correlation rho"
"FCER1A","675101.151002691","0.160781225445414","0.0367753898587797","Spearman's rank correlation rho"
"FCGR3A","558173.408164","0.212243676742017","0.00669864818662964","Spearman's rank correlation rho"
"FHL3","629759.151453973","0.230880183372143","0.00245256382145032","Spearman's rank correlation rho"
"FMOD","680194.437350696","0.154449757159396","0.0449638491541626","Spearman's rank correlation rho"
"FNDC7","648208.424955023","0.16491231183714","0.0331935889065323","Spearman's rank correlation rho"
"GABRD","689954.742594653","0.157363789187104","0.0404208922106534","Spearman's rank correlation rho"
"GBP1","636992.004638695","0.222046757605663","0.00361203395081968","Spearman's rank correlation rho"
"GJA4","672944.615336419","0.178138121608418","0.020118987306272","Spearman's rank correlation rho"
"GJC2","694282.806321894","0.152077959560708","0.0477310325697454","Spearman's rank correlation rho"
"GNG12","617602.617916498","0.189875297051246","0.0142769441460964","Spearman's rank correlation rho"
"GPATCH3","656880.121292284","0.197757559745869","0.00973789347929596","Spearman's rank correlation rho"
"GRIK3","602837.444735937","0.209243141665054","0.00681904171912944","Spearman's rank correlation rho"
"HAO2","654036.856642529","0.172360870006569","0.0254751756434023","Spearman's rank correlation rho"
"HAX1","586376.331404475","0.244570671817541","0.00144590781711391","Spearman's rank correlation rho"
"HDGF","595629.365951077","0.25957266427443","0.000654393586477488","Spearman's rank correlation rho"
"HECTD3","649959.770871849","0.162656050800487","0.0357113755858116","Spearman's rank correlation rho"
"HEYL","555599.468027073","0.284220541670008","0.000197323938098196","Spearman's rank correlation rho"
"HMCN1","646034.024289187","0.152581114717963","0.0497017329705368","Spearman's rank correlation rho"
"HOOK1","562906.328228057","0.274807104944942","0.000325558415949948","Spearman's rank correlation rho"
"HSPA6","637335.210785608","0.178920286639791","0.020695513931539","Spearman's rank correlation rho"
"HSPA7","643079.495587707","0.200587370608489","0.00892498429776114","Spearman's rank correlation rho"
"HSPG2","549867.227829444","0.252013619591849","0.00113244745515636","Spearman's rank correlation rho"
"HYI","659242.946064012","0.180494572542375","0.0188575216523016","Spearman's rank correlation rho"
"IER5","571300.377271237","0.289816049337133","0.00013237217020716","Spearman's rank correlation rho"
"IFI6","633351.341473761","0.212680446678731","0.00550051903851174","Spearman's rank correlation rho"
"IL10","653785.108498025","0.187279214735686","0.0147617054707986","Spearman's rank correlation rho"
"IL12RB2","596169.185130102","0.217990063513583","0.00478153421430676","Spearman's rank correlation rho"
"ILF2","686273.653016839","0.161859474457485","0.0349666488461317","Spearman's rank correlation rho"
"IQGAP3","653360.784136718","0.158274521348802","0.0410633013488783","Spearman's rank correlation rho"
"IRF6","676195.137424284","0.159421290059813","0.0384190742166394","Spearman's rank correlation rho"
"ITLN1","664834.515003929","0.188042922302711","0.0140634883344979","Spearman's rank correlation rho"
"IVNS1ABP","653849.979512925","0.1725973502957","0.0252711756265634","Spearman's rank correlation rho"
"JMJD4","685792.588569366","0.162446994620983","0.0343021438447424","Spearman's rank correlation rho"
"JTB","676674.3962316","0.173582970021434","0.023588871683358","Spearman's rank correlation rho"
"KCNA10","692968.144893933","0.153683545051712","0.0454023680380338","Spearman's rank correlation rho"
"KCNK1","635205.872322913","0.1667846707598","0.031737682903021","Spearman's rank correlation rho"
"KCNN3","610863.096058903","0.198715695366459","0.0102708513780649","Spearman's rank correlation rho"
"KIAA0040","623424.358385997","0.196841654402902","0.0107832983314732","Spearman's rank correlation rho"
"KIF14","634752.352605121","0.18224778591897","0.0184109696920241","Spearman's rank correlation rho"
"KLHL21","625180.325925944","0.222837842566327","0.00359008241288464","Spearman's rank correlation rho"
"LAMC2","635602.575652388","0.16626430514342","0.0322818528189892","Spearman's rank correlation rho"
"LAX1","672350.991747305","0.178863109351671","0.0196095838072987","Spearman's rank correlation rho"
"LCK","645189.634572101","0.197964255168687","0.00987943869948457","Spearman's rank correlation rho"
"LDLRAD2","671945.188239155","0.164704405251908","0.0323626467509279","Spearman's rank correlation rho"
"LDLRAP1","661353.399151445","0.177871066640837","0.0206873030050054","Spearman's rank correlation rho"
"LEPR","531671.801301842","0.206365235697036","0.0090598201713351","Spearman's rank correlation rho"
"LGALS8","635523.646758695","0.1812541267396","0.0190690967200786","Spearman's rank correlation rho"
"LHX9","644690.751042377","0.198584417678911","0.00964599666263384","Spearman's rank correlation rho"
"LMO4","681173.545590753","0.168088194880646","0.028448472399755","Spearman's rank correlation rho"
"LRRC47","678037.350111275","0.157131234012139","0.0413266984943147","Spearman's rank correlation rho"
"LUZP1","673913.257169569","0.176955127082066","0.0209747830798436","Spearman's rank correlation rho"
"MAD2L2","666442.027213924","0.171545389073238","0.0257410090763277","Spearman's rank correlation rho"
"MATN1","591329.84471883","0.210149006600019","0.00674430857606589","Spearman's rank correlation rho"
"MED8","657727.590038944","0.196722552941244","0.0101346882280043","Spearman's rank correlation rho"
"MEGF6","610498.106906574","0.241089320637246","0.00159068338688629","Spearman's rank correlation rho"
"METTL13","618436.064923067","0.217411249028063","0.00464208457887159","Spearman's rank correlation rho"
"MIXL1","695186.301512699","0.150974528107792","0.0493884105440755","Spearman's rank correlation rho"
"MPL","677588.663478466","0.15768899672012","0.040602027983397","Spearman's rank correlation rho"
"MRPL37","669116.014674672","0.153279221766098","0.0472970395269413","Spearman's rank correlation rho"
"MRPS15","661743.259499624","0.191818247934949","0.0122151920753793","Spearman's rank correlation rho"
"MTHFR","681573.243526181","0.15273576211255","0.0474260028139098","Spearman's rank correlation rho"
"MTX1","605201.317286436","0.191620605767056","0.0136787437210664","Spearman's rank correlation rho"
"NAV1","599029.322585044","0.214238350132098","0.00557700665696744","Spearman's rank correlation rho"
"NBL1","616907.537133566","0.205237283006835","0.00779749948149979","Spearman's rank correlation rho"
"NENF","575823.223867405","0.258166252863372","0.000755859057647083","Spearman's rank correlation rho"
"NES","673099.084299925","0.163269996146481","0.0339208950073919","Spearman's rank correlation rho"
"NFASC","625614.747925629","0.179365586996046","0.0207619107946555","Spearman's rank correlation rho"
"NFIA","606553.525693942","0.204368665918186","0.00826263191799242","Spearman's rank correlation rho"
"NGF","656250.787625471","0.154551326402096","0.0461257392519589","Spearman's rank correlation rho"
"NOL9","678412.120001691","0.156665357265066","0.0419402782394841","Spearman's rank correlation rho"
"NOS1AP","585622.517714989","0.231824389274041","0.00265293022858642","Spearman's rank correlation rho"
"NPL","551906.99723874","0.276049875400909","0.000318233224065011","Spearman's rank correlation rho"
"OPRD1","591838.273210969","0.251068944261558","0.00102828429854935","Spearman's rank correlation rho"
"OPTC","628691.070384303","0.204434237546501","0.00785777844829504","Spearman's rank correlation rho"
"OR14I1","665207.664865264","0.187587197360466","0.0143023610305646","Spearman's rank correlation rho"
"PALMD","655685.797463391","0.184916466780131","0.0160900120157939","Spearman's rank correlation rho"
"PAX7","653053.066923764","0.173605788941436","0.0244168956423907","Spearman's rank correlation rho"
"PBX1","605679.878734059","0.19098138175666","0.0140020427241445","Spearman's rank correlation rho"
"PCSK9","641865.671719565","0.158048846377914","0.0419787806436892","Spearman's rank correlation rho"
"PDE4B","619738.986423601","0.172202352972509","0.0269865704853085","Spearman's rank correlation rho"
"PDZK1IP1","674017.804349244","0.176827444447403","0.0210690034629604","Spearman's rank correlation rho"
"PEAR1","643606.402138383","0.185559900311317","0.0160346316818306","Spearman's rank correlation rho"
"PER3","630531.57915297","0.172916057279129","0.02589103820234","Spearman's rank correlation rho"
"PEX14","598616.037844992","0.170620815328844","0.0294381079746828","Spearman's rank correlation rho"
"PFKFB2","654652.391351501","0.200478268511426","0.0087595459678808","Spearman's rank correlation rho"
"PGLYRP3","659471.148134992","0.165484143966937","0.0320562707690474","Spearman's rank correlation rho"
"PGLYRP4","601177.420137848","0.239250889424219","0.00178785269756075","Spearman's rank correlation rho"
"PI4KB","640341.40368707","0.217956163326959","0.00430039471936882","Spearman's rank correlation rho"
"PKLR","623950.479996629","0.181548648599893","0.0192371454598434","Spearman's rank correlation rho"
"PLA2G2A","658095.822573916","0.152174365674095","0.0496223918053826","Spearman's rank correlation rho"
"PLXNA2","635712.175919336","0.166120539749413","0.032433583991227","Spearman's rank correlation rho"
"PMF1","667665.619638522","0.170024340362834","0.0271031605532055","Spearman's rank correlation rho"
"PODN","554045.074224845","0.259951013511013","0.000746502582711211","Spearman's rank correlation rho"
"POGZ","582088.328823682","0.222493082542566","0.0040744251286162","Spearman's rank correlation rho"
"PPM1J","667193.429019994","0.185161999474852","0.0156341376971225","Spearman's rank correlation rho"
"PPOX","669612.156336805","0.167604599054243","0.0293970808017479","Spearman's rank correlation rho"
"PRKAA2","635426.386810178","0.181379426847452","0.0189849998043376","Spearman's rank correlation rho"
"PSMB4","666774.176284885","0.171132494300526","0.0261048397888781","Spearman's rank correlation rho"
"PSMD4","673284.067531856","0.177723551356116","0.0204153921208707","Spearman's rank correlation rho"
"PTCH2","597824.024512448","0.229822595112123","0.00281036455863178","Spearman's rank correlation rho"
"PTGS2","693070.235913382","0.153558862105896","0.0455797379761517","Spearman's rank correlation rho"
"PYCR2","677683.552948001","0.172350494992091","0.0246118480949921","Spearman's rank correlation rho"
"RAB4A","673827.281689624","0.177060128248332","0.0208975728294868","Spearman's rank correlation rho"
"RGL1","607809.452337656","0.20272123572659","0.00880847330762958","Spearman's rank correlation rho"
"RGS1","659878.409187602","0.194095774711192","0.0112064507966005","Spearman's rank correlation rho"
"RGS13","658491.552835097","0.166723755150186","0.0307731266868737","Spearman's rank correlation rho"
"RHBG","666805.269678428","0.17109384207843","0.0261391233767846","Spearman's rank correlation rho"
"RHCE","488077.716693544","0.198144004380684","0.0137648002735151","Spearman's rank correlation rho"
"RORC","653210.567812601","0.202239156071835","0.00817372102649224","Spearman's rank correlation rho"
"RPTN","675425.865960162","0.175107790059706","0.0223740281542067","Spearman's rank correlation rho"
"RSPO1","663307.847238057","0.160629062368006","0.0375280880566485","Spearman's rank correlation rho"
"RUNX3","648641.674861776","0.207819108503519","0.00654017766986005","Spearman's rank correlation rho"
"S100A12","616126.10147651","0.161881433927999","0.0383665788109165","Spearman's rank correlation rho"
"S100A16","645376.74690047","0.211806538918949","0.00555805407326276","Spearman's rank correlation rho"
"S100A8","671768.396144828","0.179574628703015","0.0191205372833808","Spearman's rank correlation rho"
"S100A9","675506.549849533","0.175009251470701","0.0224508728303099","Spearman's rank correlation rho"
"SAMD11","686466.353502588","0.161624130894916","0.0352358690720717","Spearman's rank correlation rho"
"SCNN1D","681408.328792536","0.167801456033443","0.0287239685274759","Spearman's rank correlation rho"
"SELP","626379.770455622","0.178362087930659","0.0214971264961627","Spearman's rank correlation rho"
"SF3B4","667591.4302465","0.184675923759014","0.0159137004823787","Spearman's rank correlation rho"
"SFN","679896.528005361","0.169647806247689","0.0269891953543402","Spearman's rank correlation rho"
"SLC2A1","629244.792970267","0.189343181575403","0.0142584618828161","Spearman's rank correlation rho"
"SLC41A1","677315.654145409","0.158028374837889","0.0401663386057435","Spearman's rank correlation rho"
"SMG5","679935.83318395","0.154771228203533","0.0445141623979703","Spearman's rank correlation rho"
"SMPDL3B","639581.335811308","0.204935935792219","0.00752156874653548","Spearman's rank correlation rho"
"SMYD2","680253.14399675","0.154376778881271","0.0450664611303558","Spearman's rank correlation rho"
"SNIP1","668020.751987598","0.154665202155793","0.0453078666488618","Spearman's rank correlation rho"
"SNORA59B","688234.464799868","0.159464750703931","0.0377889395950016","Spearman's rank correlation rho"
"SNORA66","678820.913369024","0.170961445803306","0.0258102179912068","Spearman's rank correlation rho"
"SPRR2D","693940.424513428","0.152496107725982","0.0471151913328216","Spearman's rank correlation rho"
"SPTA1","667377.823277733","0.155478784682031","0.0441731015445563","Spearman's rank correlation rho"
"SSBP3","631727.160145172","0.186145144978754","0.016016156231839","Spearman's rank correlation rho"
"ST6GALNAC3","595912.710009337","0.218326488303563","0.00471543169266203","Spearman's rank correlation rho"
"SV2A","655064.673317846","0.156079398881438","0.0439883027228396","Spearman's rank correlation rho"
"SYCP1","572505.246710181","0.235293395252609","0.0023481607401318","Spearman's rank correlation rho"
"SYTL1","646117.363704508","0.210902029537549","0.00576847469113116","Spearman's rank correlation rho"
"TACSTD2","638644.270651078","0.206100802233755","0.00718060349478896","Spearman's rank correlation rho"
"TAL1","657130.367647732","0.168446242365988","0.0290628806589244","Spearman's rank correlation rho"
"TAS1R1","657548.443574511","0.182601009926767","0.0174915550495413","Spearman's rank correlation rho"
"TDRKH","619266.562593847","0.202198147688469","0.00878075813260726","Spearman's rank correlation rho"
"TINAGL1","671397.745236747","0.180027301693631","0.0188149326390219","Spearman's rank correlation rho"
"TMEM183A","657591.299753732","0.167862964155713","0.0296327049217762","Spearman's rank correlation rho"
"TMEM222","603556.713962282","0.262881010787327","0.000533435915865753","Spearman's rank correlation rho"
"TMEM81","693790.724916733","0.152678934646548","0.0468480158230059","Spearman's rank correlation rho"
"TMEM88B","654268.680765572","0.200946891182184","0.00860011783175823","Spearman's rank correlation rho"
"TNFSF18","640601.399624564","0.203667893659485","0.00790901977203456","Spearman's rank correlation rho"
"TNR","452627.087313366","0.162226782496721","0.048848772686286","Spearman's rank correlation rho"
"TOE1","655688.820393127","0.199212486009334","0.00920332871279016","Spearman's rank correlation rho"
"TOMM40L","687251.232666922","0.160665564246772","0.036350601142378","Spearman's rank correlation rho"
"TPRG1L","653880.754059436","0.187160317662677","0.0148261847726974","Spearman's rank correlation rho"
"TRIM67","618997.252249163","0.216701104659874","0.00478142538729727","Spearman's rank correlation rho"
"TSNAX","692884.616672284","0.153785557400988","0.0452576777105912","Spearman's rank correlation rho"
"TTC13","655023.89944542","0.2000245486466","0.0089163920863034","Spearman's rank correlation rho"
"TTC22","618372.917455673","0.20334943178745","0.00839605935637349","Spearman's rank correlation rho"
"TTC4","648705.482441292","0.164271952083838","0.0338923907223368","Spearman's rank correlation rho"
"TTLL10","693897.75216296","0.152548223126434","0.0470389029824045","Spearman's rank correlation rho"
"UBE2T","615278.288619619","0.248565545374516","0.00108142627002548","Spearman's rank correlation rho"
"UBIAD1","662187.877979468","0.176833725349972","0.0214520355411351","Spearman's rank correlation rho"
"UBR4","602282.480326942","0.20997110227264","0.00662392531105233","Spearman's rank correlation rho"
"UQCRH","685375.600108455","0.162956259294393","0.0337348311045842","Spearman's rank correlation rho"
"UROD","613049.466418975","0.25128758810831","0.000948348219677524","Spearman's rank correlation rho"
"UTS2","613889.752756561","0.250261353122464","0.000996646292587126","Spearman's rank correlation rho"
"VWA1","642065.136593963","0.215850982109339","0.00469874394463244","Spearman's rank correlation rho"
"WLS","613684.220163636","0.20938988610949","0.00661233686269748","Spearman's rank correlation rho"
"XKR8","695423.04107425","0.150685399974048","0.0498305128218717","Spearman's rank correlation rho"
"YY1AP1","670115.578785663","0.166978794210056","0.0300166011442272","Spearman's rank correlation rho"
"ZDHHC18","672233.299425097","0.179006846043811","0.0195099260925845","Spearman's rank correlation rho"
"ZNF281","658037.993163803","0.196343460086586","0.0102835532332066","Spearman's rank correlation rho"
"ZNF436","603333.394760184","0.263153748743372","0.000526097163012962","Spearman's rank correlation rho"
"ZNF593","662293.279671931","0.191146512696025","0.0125275512956787","Spearman's rank correlation rho"
"ZNF678","655412.731704897","0.15563099484564","0.0446067553208278","Spearman's rank correlation rho"
"ZNF687","630206.199447287","0.230334207232141","0.00251300573709602","Spearman's rank correlation rho"
"ZNF691","684489.406841783","0.164038560045697","0.0325555317329275","Spearman's rank correlation rho"
"ACOT11","511167.107277058","0.222392775824082","0.00497734082029212","Spearman's rank correlation rho"
"CFHR1","286357.998142439","0.180673187882146","0.0412648427255273","Spearman's rank correlation rho"
"DNAH14","451365.606155822","0.25845781289859","0.00121040602929361","Spearman's rank correlation rho"
"ABI1","653471.971141815","0.17307569416305","0.0248628117885484","Spearman's rank correlation rho"
"ABLIM1","583086.023815287","0.221160441568553","0.00430779091270282","Spearman's rank correlation rho"
"ACSL5","587282.549705365","0.243403189698016","0.00152624949532459","Spearman's rank correlation rho"
"ADAMTS14","560189.396416111","0.163796578074828","0.0391074373217555","Spearman's rank correlation rho"
"AGAP5","670191.734684262","0.181500192739099","0.0178496822145197","Spearman's rank correlation rho"
"AKR1C1","627340.437802763","0.191796564612476","0.0130267067623103","Spearman's rank correlation rho"
"AKR1E2","585795.24138903","0.23159782333817","0.00267939098611665","Spearman's rank correlation rho"
"ANXA11","576390.770248672","0.201413799734163","0.0099326046594138","Spearman's rank correlation rho"
"ARHGAP21","613947.106542484","0.194670322169482","0.0119610519909388","Spearman's rank correlation rho"
"ARHGAP22","619014.213763989","0.188023671696271","0.0152710217911859","Spearman's rank correlation rho"
"ARMC3","672903.073433887","0.163513657409021","0.0336518007184526","Spearman's rank correlation rho"
"ASAH2","633447.555311683","0.198415229585188","0.0099304901107077","Spearman's rank correlation rho"
"ATAD1","665256.045843712","0.158163749622","0.0405955097662771","Spearman's rank correlation rho"
"ATE1","634896.990547375","0.167189838661286","0.0313193950456415","Spearman's rank correlation rho"
"BCCIP","658421.66371388","0.16681219507661","0.0306832751058452","Spearman's rank correlation rho"
"BTRC","644093.896753265","0.18494300905383","0.016395999664466","Spearman's rank correlation rho"
"C10orf82","678965.223883414","0.170785200525871","0.0259657868598551","Spearman's rank correlation rho"
"C10orf88","639328.084985919","0.190973819496359","0.0131497118245942","Spearman's rank correlation rho"
"CCNY","591533.116532952","0.195335360367619","0.0121907622827575","Spearman's rank correlation rho"
"COL17A1","670176.575600987","0.166902969020701","0.0300924148275614","Spearman's rank correlation rho"
"CTBP2","639912.787748007","0.160610492817641","0.038722453835819","Spearman's rank correlation rho"
"CYP2C18","654485.444367425","0.171793212770454","0.0259706361983355","Spearman's rank correlation rho"
"CYP2C19","534428.998253008","0.286152594965662","0.000194563560295716","Spearman's rank correlation rho"
"DCLRE1A","652625.565000081","0.188720644174728","0.0139992696850845","Spearman's rank correlation rho"
"DPCD","638638.644584091","0.162281818071513","0.0367146495757809","Spearman's rank correlation rho"
"EPC1","683193.439094974","0.165621315093369","0.0308940424794427","Spearman's rank correlation rho"
"FOXI2","685952.556273615","0.162251627342756","0.0345219138958635","Spearman's rank correlation rho"
"GPAM","674150.707917171","0.161962721996456","0.0353959465667671","Spearman's rank correlation rho"
"GSTO1","678356.689734101","0.15673426267453","0.0418490482399883","Spearman's rank correlation rho"
"GSTO2","645030.951387806","0.198161514360542","0.00980465100149496","Spearman's rank correlation rho"
"HERC4","654365.280452776","0.200828914756534","0.00864001007525491","Spearman's rank correlation rho"
"HNRNPF","694615.890702168","0.151671166270152","0.0483365708930895","Spearman's rank correlation rho"
"HPS1","642495.968788163","0.157222070048517","0.0430775791685903","Spearman's rank correlation rho"
"IDI1","652505.172084102","0.20310065023528","0.00789998205488248","Spearman's rank correlation rho"
"IDI2","658952.242948296","0.195226894134383","0.0107332805090187","Spearman's rank correlation rho"
"ITGA8","645543.482723712","0.153224570280628","0.0487356315577321","Spearman's rank correlation rho"
"KIN","667149.245291251","0.170666245722178","0.0265209714230915","Spearman's rank correlation rho"
"LCOR","647934.871503066","0.194551648969387","0.0112554127578842","Spearman's rank correlation rho"
"LDB1","629943.305822804","0.202849618823042","0.00836241472201419","Spearman's rank correlation rho"
"MINPP1","671976.516920248","0.179320452463959","0.0192940125926392","Spearman's rank correlation rho"
"NHLRC2","662798.862195616","0.176074210387827","0.0220273092227452","Spearman's rank correlation rho"
"NKX6-2","626548.265948561","0.221137355242701","0.00386090690495896","Spearman's rank correlation rho"
"NOC3L","623626.156610893","0.167010182711921","0.0320282863697599","Spearman's rank correlation rho"
"NRAP","631254.285170021","0.171968065835443","0.0267297036104549","Spearman's rank correlation rho"
"NUDT5","663960.896142457","0.174629685069791","0.0231581906252409","Spearman's rank correlation rho"
"PCDH15","380039.598857458","0.220182050343375","0.0082321836316923","Spearman's rank correlation rho"
"PDCD4","679922.505101125","0.169616080628324","0.0270182293286105","Spearman's rank correlation rho"
"PDZD8","597971.525498118","0.243307730905748","0.00148305353546081","Spearman's rank correlation rho"
"PITX3","645915.876817559","0.197061462859183","0.01022818315635","Spearman's rank correlation rho"
"PPIF","664577.522693651","0.17386315611649","0.0237783241599303","Spearman's rank correlation rho"
"PWWP2B","656676.844976148","0.154002436208287","0.0469143731703516","Spearman's rank correlation rho"
"RGS10","643757.577472511","0.155567186583008","0.0453493772258682","Spearman's rank correlation rho"
"RSU1","601618.268228093","0.196406555408205","0.0114588846623556","Spearman's rank correlation rho"
"SCD","667542.875985594","0.155269921713302","0.0444621261827707","Spearman's rank correlation rho"
"SEC23IP","675106.462909944","0.160774622209308","0.0367832251158885","Spearman's rank correlation rho"
"SFMBT2","624251.014545034","0.181154429963686","0.0195050893670087","Spearman's rank correlation rho"
"SFXN2","611507.47013369","0.197870453878193","0.0106054824823186","Spearman's rank correlation rho"
"SLC39A12","592947.504423725","0.262906488459394","0.000553623809840873","Spearman's rank correlation rho"
"STAM","624933.694682286","0.165263678195328","0.0338948159679002","Spearman's rank correlation rho"
"TIAL1","646438.678886433","0.196411567194031","0.010485913720718","Spearman's rank correlation rho"
"TRUB1","643915.833653131","0.185168335788527","0.0162631922033998","Spearman's rank correlation rho"
"TSPAN14","597618.05743042","0.216089541709021","0.00517080461467529","Spearman's rank correlation rho"
"TUBAL3","635536.079355684","0.223824867513408","0.00334509681017761","Spearman's rank correlation rho"
"WAC","639233.117490333","0.176475211165019","0.0225266371563962","Spearman's rank correlation rho"
"WDFY4","609221.372886855","0.171273961222022","0.0283196437517523","Spearman's rank correlation rho"
"WDR37","576865.688577401","0.256823244332247","0.000807136643003263","Spearman's rank correlation rho"
"ZEB1","654799.558690411","0.156420946372645","0.0435220567961136","Spearman's rank correlation rho"
