"gene","statistic","estimate","p_value","method"
"ATXN3","641520.789299973","0.188199101416811","0.0145658309915289","Spearman's rank correlation rho"
"CATSPERB","686099.563179976","0.162072088983365","0.0347249278471906","Spearman's rank correlation rho"
"CCDC88C","600087.975808252","0.212849688388937","0.00590019972157975","Spearman's rank correlation rho"
"CCNB1IP1","658049.745372803","0.167282832425424","0.0302088717324935","Spearman's rank correlation rho"
"CDKL1","665825.670244123","0.157442928710471","0.041531204211212","Spearman's rank correlation rho"
"CIDEB","657967.242422363","0.167387234294264","0.0301044850629378","Spearman's rank correlation rho"
"CKB","661807.343568617","0.191739982573852","0.0122512302495079","Spearman's rank correlation rho"
"DAAM1","606038.475323478","0.190502397185","0.0142486583175273","Spearman's rank correlation rho"
"DLST","652489.073010009","0.174319484855299","0.0238273942233629","Spearman's rank correlation rho"
"DPF3","611020.313879836","0.21282179975698","0.00575694447724789","Spearman's rank correlation rho"
"EIF2B2","619457.651812908","0.216118500345579","0.00489852929081796","Spearman's rank correlation rho"
"EVL","643849.258773914","0.155446925941439","0.0455182977380402","Spearman's rank correlation rho"
"GPR135","612205.466306334","0.225295647538818","0.00332251102791046","Spearman's rank correlation rho"
"HAUS4","655836.407734311","0.199032238769534","0.00926811457051256","Spearman's rank correlation rho"
"HNRNPC","667500.063731013","0.170230143042349","0.0269153244430492","Spearman's rank correlation rho"
"INF2","677664.173440909","0.17237416302916","0.0245918501490357","Spearman's rank correlation rho"
"KLHL33","653320.75153859","0.187856457239085","0.0144521287987425","Spearman's rank correlation rho"
"MTA1","672279.399829436","0.164288946559798","0.0328075942701124","Spearman's rank correlation rho"
"NFKBIA","599904.821752284","0.254257841787723","0.000850501198072509","Spearman's rank correlation rho"
"NKX2-1","668437.215863379","0.183642972547335","0.0165222953337004","Spearman's rank correlation rho"
"OSGEP","618818.479177047","0.202775414089574","0.00858595778610058","Spearman's rank correlation rho"
"OXA1L","665461.501775174","0.187277188371866","0.0144668754610562","Spearman's rank correlation rho"
"PABPN1","694189.63026668","0.152191754731982","0.0475627766118733","Spearman's rank correlation rho"
"PARP2","643745.609615332","0.185383742723347","0.0161371082199103","Spearman's rank correlation rho"
"PCK2","693791.396869524","0.152678113995977","0.0468492122583059","Spearman's rank correlation rho"
"PLEKHG3","635317.917448527","0.16663769838392","0.0318905830587936","Spearman's rank correlation rho"
"PRMT5","664156.489024699","0.1888709900102","0.0136383684551331","Spearman's rank correlation rho"
"PSMB5","677545.619841645","0.172518951592082","0.0244698167503692","Spearman's rank correlation rho"
"RGS6","538531.681100408","0.267433404839405","0.000536381025696997","Spearman's rank correlation rho"
"RIN3","610759.437752971","0.198851666542528","0.0102178988837799","Spearman's rank correlation rho"
"RNASE11","608046.196926569","0.202410691965595","0.00891486856238137","Spearman's rank correlation rho"
"RNF31","671120.106140866","0.180366380101653","0.018588799031738","Spearman's rank correlation rho"
"SDR39U1","646758.941845363","0.196013448056582","0.0106466095229561","Spearman's rank correlation rho"
"SMOC1","608915.732213332","0.186659188131686","0.0163686542716531","Spearman's rank correlation rho"
"SNHG10","587057.756685207","0.229941750647393","0.00288017691150462","Spearman's rank correlation rho"
"SPTB","609711.892992244","0.200225757039379","0.00969613921469669","Spearman's rank correlation rho"
"SPTLC2","637672.86677467","0.163548652826217","0.0352519555029051","Spearman's rank correlation rho"
"STON2","657333.179896126","0.153156879146879","0.0481512265292676","Spearman's rank correlation rho"
"TRIP11","690361.823297063","0.156866624779938","0.0410657603196757","Spearman's rank correlation rho"
"TRMT61A","660441.719274062","0.179004376617197","0.0198788550425868","Spearman's rank correlation rho"
"TTC7B","568094.228774597","0.183209355914141","0.0200037069184493","Spearman's rank correlation rho"
"ZC3H14","652134.804637787","0.159853952201724","0.0390612261460527","Spearman's rank correlation rho"
"ZFYVE1","655116.929501339","0.156012077177823","0.0440806946993863","Spearman's rank correlation rho"
"ACOT1","330768.810842911","0.175129837422135","0.0429751466059037","Spearman's rank correlation rho"
"CHRNA5","640383.736966222","0.203938470282157","0.00782488924880807","Spearman's rank correlation rho"
"CHRNB4","617257.495872138","0.190328002214011","0.0140426837814389","Spearman's rank correlation rho"
"CT62","683730.672945869","0.164965195686557","0.0315738344345243","Spearman's rank correlation rho"
"FAH","679894.058325247","0.154823158563414","0.0444418740732996","Spearman's rank correlation rho"
"FBN1","635957.937879618","0.165798167678289","0.0327760198652176","Spearman's rank correlation rho"
"FES","672997.41790944","0.178073634248154","0.020164847878607","Spearman's rank correlation rho"
"GCHFR","653591.569809087","0.201773841379709","0.00832504627095272","Spearman's rank correlation rho"
"GOLGA8G","681614.584047535","0.167549558139563","0.0289678652032906","Spearman's rank correlation rho"
"GTF2A2","670056.157733878","0.167052660566508","0.0299429024964045","Spearman's rank correlation rho"
"HERC2","576628.162105089","0.186198277769889","0.0176753197625947","Spearman's rank correlation rho"
"IMP3","678861.094459497","0.170912372958767","0.0258534533501139","Spearman's rank correlation rho"
"LOXL1","670399.567720553","0.151654972741897","0.0497202657410666","Spearman's rank correlation rho"
"LRRC28","678794.969520916","0.156189436725031","0.042574956952811","Spearman's rank correlation rho"
"LRRK1","595712.486206081","0.218589126842375","0.00466439802936294","Spearman's rank correlation rho"
"MAN2A2","661518.214625482","0.192093093440462","0.0120893727174179","Spearman's rank correlation rho"
"MKRN3","578058.805771105","0.255286150026404","0.000869738943083119","Spearman's rank correlation rho"
"MRPS11","597167.539941393","0.230668344969193","0.00270819486800862","Spearman's rank correlation rho"
"MYO1E","634396.139464962","0.167846817473537","0.0306511043115724","Spearman's rank correlation rho"
"NDN","600820.202949789","0.253119930697393","0.000898957212629915","Spearman's rank correlation rho"
"OR4N3P","635334.705288888","0.224070804051162","0.00330961218081118","Spearman's rank correlation rho"
"PLCB2","639821.508656172","0.160730225870924","0.0385756045168129","Spearman's rank correlation rho"
"RBPMS2","675063.645708095","0.175550166757537","0.0220318297305625","Spearman's rank correlation rho"
"RPLP1","685716.99298863","0.162539318899335","0.0341987005601151","Spearman's rank correlation rho"
"RPS17","671735.317845853","0.179615026965086","0.0190930902865638","Spearman's rank correlation rho"
"SCG3","666167.664799592","0.157010157875805","0.0421016273255762","Spearman's rank correlation rho"
"SEMA4B","612779.052189205","0.210556015092185","0.00630976131868606","Spearman's rank correlation rho"
"SERF2","649552.4379533","0.192540850836234","0.0121428301023693","Spearman's rank correlation rho"
"SPRED1","639822.241284531","0.190348498331489","0.0134578688346853","Spearman's rank correlation rho"
"SPTBN5","641341.785427375","0.173758611742898","0.0247231303007156","Spearman's rank correlation rho"
"THAP10","650133.179783278","0.205997545467751","0.00703821915929187","Spearman's rank correlation rho"
"TMC3","679115.398685177","0.170601793241154","0.0261285298920851","Spearman's rank correlation rho"
"TMED3","637328.129952136","0.164000852683938","0.0347419190318808","Spearman's rank correlation rho"
"UNC45A","643601.100858912","0.199938962683466","0.00915299184151177","Spearman's rank correlation rho"
"VPS33B","573730.611945756","0.233656650621436","0.00252373929175282","Spearman's rank correlation rho"
"ZNF592","635149.413663408","0.166858728986616","0.0316608739964402","Spearman's rank correlation rho"
"ZNF774","676275.255938962","0.159321694670874","0.0385418443743175","Spearman's rank correlation rho"
"ANKS3","652083.011338544","0.189395093060335","0.0136545112725776","Spearman's rank correlation rho"
"ARMC5","646147.313068138","0.210865452619197","0.00577713156425749","Spearman's rank correlation rho"
"ATXN2L","627348.56159731","0.191786098718256","0.0130317566772311","Spearman's rank correlation rho"
"AXIN1","651613.947434624","0.175426896712125","0.0229369158365159","Spearman's rank correlation rho"
"BCL7C","593516.902400215","0.262198669384647","0.00057373706218537","Spearman's rank correlation rho"
"C16orf46","646174.327699615","0.196740182363365","0.0103548871769898","Spearman's rank correlation rho"
"C16orf86","598644.627617683","0.25582439011277","0.000787714270112556","Spearman's rank correlation rho"
"CA5A","630167.858506522","0.202565462684282","0.00845588406720143","Spearman's rank correlation rho"
"CCDC102A","642137.113428901","0.172733989728502","0.0255980650181438","Spearman's rank correlation rho"
"CCDC113","599329.080984757","0.241589836829185","0.00160580928953858","Spearman's rank correlation rho"
"CCDC154","670094.81947471","0.18161855450967","0.017774015200931","Spearman's rank correlation rho"
"CENPT","588121.08354325","0.281732422807323","0.000197714676906927","Spearman's rank correlation rho"
"CFDP1","593311.67604728","0.221738329194037","0.00408993266345037","Spearman's rank correlation rho"
"CHTF8","651362.705530283","0.204495935503223","0.00747386846416792","Spearman's rank correlation rho"
"CLCN7","593157.378895245","0.24939970579309","0.00111362118665146","Spearman's rank correlation rho"
"CLN3","682409.167617156","0.16657913957883","0.0299240401767172","Spearman's rank correlation rho"
"CMIP","557486.573426396","0.167831123975406","0.0344644932772954","Spearman's rank correlation rho"
"CMTM1","680486.368012369","0.168927439363012","0.0276550618243837","Spearman's rank correlation rho"
"COG4","659537.782236461","0.165399823046476","0.0321451796655949","Spearman's rank correlation rho"
"COG8","610132.213633041","0.227919207696558","0.00296519172507363","Spearman's rank correlation rho"
"COQ9","591605.648663377","0.237833736146412","0.00196854150376403","Spearman's rank correlation rho"
"COX4I1","648676.741403621","0.193629429909476","0.011655068585787","Spearman's rank correlation rho"
"DCUN1D3","665641.051020798","0.172541083212175","0.0248814657800523","Spearman's rank correlation rho"
"DDX19A","655875.826331331","0.198984097152153","0.00928548610446075","Spearman's rank correlation rho"
"DDX28","627387.090616635","0.233777162307711","0.0021533567066412","Spearman's rank correlation rho"
"DHODH","673321.913364","0.177677330543902","0.0204486712784471","Spearman's rank correlation rho"
"E2F4","634045.551774999","0.211817473304412","0.00569870714050218","Spearman's rank correlation rho"
"EDC4","646939.592088654","0.209897848585861","0.00601039639035525","Spearman's rank correlation rho"
"EIF3CL","5291831.53885155","0.140138554078501","0.0104576139812462","Spearman's rank correlation rho"
"ELMO3","616784.818695279","0.246725632238104","0.00118084968615997","Spearman's rank correlation rho"
"EXOSC6","651566.525011681","0.175486906560909","0.0228894907138309","Spearman's rank correlation rho"
"FA2H","661303.193553255","0.17793347725964","0.0206420544135758","Spearman's rank correlation rho"
"FBRS","661403.462126569","0.192233239749917","0.0120256555406392","Spearman's rank correlation rho"
"FBXL19","597882.945819887","0.256771237357806","0.000751861709660511","Spearman's rank correlation rho"
"FBXL8","676075.339346595","0.174314593405517","0.0229990764525054","Spearman's rank correlation rho"
"FHOD1","671785.229316166","0.179554070485445","0.0191345178677148","Spearman's rank correlation rho"
"FTO","643312.189241376","0.156151413394841","0.0445361924168724","Spearman's rank correlation rho"
"GCSH","654472.32348227","0.171809816357644","0.0259560279577675","Spearman's rank correlation rho"
"GDPD3","609599.083729877","0.255501512900047","0.000771714812034486","Spearman's rank correlation rho"
"GFOD2","582405.203680094","0.276011630848672","0.000280863369632739","Spearman's rank correlation rho"
"GINS2","651203.76182242","0.190488088828974","0.0131115750944069","Spearman's rank correlation rho"
"GNPTG","634476.536721482","0.225118878461316","0.00316217072365561","Spearman's rank correlation rho"
"HSDL1","661688.779910096","0.16267788188193","0.0351298069849569","Spearman's rank correlation rho"
"IL17C","599474.983411268","0.169430751033207","0.0306060926017288","Spearman's rank correlation rho"
"KATNB1","624151.59207905","0.195904758367452","0.0111721631378044","Spearman's rank correlation rho"
"KIF22","671852.011074909","0.16482023385845","0.03223951390566","Spearman's rank correlation rho"
"KIFC3","634090.214361727","0.168248107034483","0.0302489044535011","Spearman's rank correlation rho"
"LCMT1","635937.276921709","0.209465868278915","0.00627155025516777","Spearman's rank correlation rho"
"LDHD","674239.645387355","0.176556511761219","0.0212701429827578","Spearman's rank correlation rho"
"MAPK3","643760.396638347","0.213780574571055","0.00512248726224844","Spearman's rank correlation rho"
"MAZ","663289.860419445","0.189929396596937","0.0131114027846806","Spearman's rank correlation rho"
"MGRN1","643087.893928484","0.20057693062443","0.00892861524689171","Spearman's rank correlation rho"
"MMP15","656019.756414086","0.184501322144491","0.0163338544481473","Spearman's rank correlation rho"
"NFAT5","612458.179469523","0.181927471122375","0.0193516783551512","Spearman's rank correlation rho"
"NOMO3","557981.360854395","0.182612561739137","0.0208193359054742","Spearman's rank correlation rho"
"NUTF2","653419.758288464","0.201983673416181","0.0082565018694484","Spearman's rank correlation rho"
"PDF","588470.637989148","0.255330457442072","0.000836895778077529","Spearman's rank correlation rho"
"PDP2","651259.001139967","0.190419420789658","0.0131451197794357","Spearman's rank correlation rho"
